,Count
a crumpled,2
crumpled shako,1
shako on,1
head he,18
porch gloomily,1
gloomily hanging,1
head lavwuska,1
lavwuska he,1
shouted loudly,1
angrily take,1
off blockhead,1
blockhead well,1
am taking,1
off replied,1
replied lavrushka,1
lavrushka s,2
voice ah,3
re up,1
up already,1
said denisov,28
denisov entering,1
room long,1
ago answered,1
answered rostov,7
rostov i,8
the hay,4
hay and,7
seen fraulein,1
fraulein mathilde,1
mathilde weally,1
weally and,1
losing bwother,1
bwother i,2
i lost,2
lost yesterday,1
yesterday like,1
a damned,1
damned fool,1
fool cried,1
cried denisov,6
denisov not,4
not pronouncing,1
pronouncing his,1
such ill,2
ill luck,3
luck such,1
luck as,2
you left,1
left it,12
it began,7
began and,6
on hullo,1
hullo there,2
there tea,1
tea puckering,1
puckering up,3
face though,3
though smiling,2
and showing,9
showing his,5
his short,7
short strong,1
strong teeth,3
teeth he,3
with stubby,1
stubby fingers,1
fingers of,2
of both,10
to ruffle,1
ruffle up,1
thick tangled,1
tangled black,1
black hair,10
what devil,2
devil made,1
made me,10
that wat,1
wat an,1
officer nicknamed,1
the rat,2
rat he,1
said rubbing,1
and whole,5
hands just,2
fancy he,3
he didn,4
me win,2
win a,2
single cahd,1
cahd not,1
one cahd,1
cahd he,1
lighted pipe,1
pipe that,2
was offered,2
offered to,7
him gripped,1
gripped it,1
his fist,1
fist and,2
and tapped,1
tapped it,1
it on,25
the floor,32
floor making,1
the sparks,3
sparks fly,1
fly while,1
shout he,2
he lets,3
lets one,1
one win,1
win the,5
the singles,2
singles and,2
and collahs,1
collahs it,1
one doubles,1
doubles it,1
it gives,1
gives the,3
and snatches,1
snatches the,1
the doubles,1
doubles he,1
he scattered,1
scattered the,1
the burning,18
burning tobacco,1
tobacco smashed,1
smashed the,2
the pipe,1
pipe and,5
away then,1
he remained,13
remained silent,25
while and,3
once looked,1
looked cheerfully,1
cheerfully with,2
his glittering,5
glittering black,3
at rostov,17
rostov if,2
least we,3
had some,8
some women,2
women here,1
here but,5
nothing foh,1
foh one,1
but dwink,1
dwink if,1
we could,7
only get,2
get to,15
to fighting,1
fighting soon,1
soon hullo,1
hullo who,1
door as,3
a tread,1
of heavy,1
heavy boots,1
the clinking,2
clinking of,2
of spurs,3
spurs that,1
a stop,3
stop and,4
respectful cough,1
cough the,2
squadron quartermaster,3
quartermaster said,1
said lavrushka,5
face puckered,3
puckered still,1
more wetched,1
wetched he,1
muttered throwing,1
a purse,2
purse with,1
with some,31
some gold,2
gold in,1
it wostov,2
wostov deah,1
deah fellow,1
fellow just,1
much there,2
is left,7
and shove,1
shove the,1
the purse,12
purse undah,1
undah the,1
the pillow,8
pillow he,4
the quartermaster,10
quartermaster rostov,2
rostov took,10
and mechanically,3
mechanically arranging,1
arranging the,7
and new,7
new coins,1
coins in,1
in separate,1
separate piles,1
piles began,1
counting them,2
them ah,1
ah telyanin,1
telyanin how,1
how d,7
d ye,4
ye do,4
they plucked,1
plucked me,1
night came,3
came denisov,2
where at,2
at bykov,1
bykov s,1
rat s,1
s i,7
a piping,1
piping voice,1
and lieutenant,1
lieutenant telyanin,1
telyanin a,1
small officer,1
same squadron,1
squadron entered,1
room rostov,1
rostov thrust,1
thrust the,1
purse under,1
pillow and,5
shook the,3
the damp,6
damp little,1
little hand,5
him telyanin,1
telyanin for,1
reason had,4
transferred from,4
guards just,2
just before,8
before this,5
this campaign,5
he behaved,4
behaved very,1
well in,6
regiment but,7
not liked,3
liked rostov,1
rostov especially,1
especially detested,1
detested him,1
to overcome,3
overcome or,1
or conceal,1
conceal his,2
his groundless,1
groundless antipathy,1
antipathy to,5
man well,2
well young,2
young cavalryman,1
cavalryman how,1
my rook,1
rook behaving,1
behaving he,1
asked rook,1
rook was,1
young horse,1
horse telyanin,1
telyanin had,2
had sold,1
sold to,1
to rostov,41
the lieutenant,11
lieutenant never,1
never looked,1
to straight,1
face his,4
eyes continually,2
continually wandered,1
wandered from,3
one object,1
object to,3
i saw,38
saw you,4
you riding,1
riding this,1
this morning,9
morning he,7
added oh,2
right a,5
good horse,4
horse answered,1
rostov though,3
horse for,3
for which,39
had paid,4
paid seven,1
hundred rubbles,1
rubbles was,1
not worth,8
worth half,1
half that,1
that sum,1
sum he,1
s begun,1
begun to,32
go a,3
little lame,1
lame on,1
left foreleg,1
foreleg he,1
the hoof,2
hoof s,1
s cracked,1
cracked that,1
show you,7
of rivet,1
rivet to,1
to use,11
use yes,1
yes please,2
ll show,6
a secret,12
secret and,2
horse you,2
ll thank,1
for then,3
brought round,1
round said,1
rostov wishing,1
avoid telyanin,1
telyanin and,3
give the,17
passage denisov,1
denisov with,11
a pipe,7
pipe was,1
was squatting,3
squatting on,3
the threshold,11
threshold facing,1
quartermaster who,1
was reporting,3
reporting to,3
rostov denisov,1
denisov screwed,1
pointing over,2
shoulder with,5
his thumb,2
thumb to,1
where telyanin,1
telyanin was,2
sitting he,2
frowned and,13
shudder of,2
of disgust,3
disgust ugh,1
ugh i,1
that fellow,7
said regardless,1
regardless of,16
quartermaster s,1
s presence,30
presence rostov,1
rostov shrugged,1
shoulders as,3
say nor,1
nor do,2
i but,4
given his,4
his order,6
order he,4
to telyanin,3
telyanin telyanin,1
same indolent,1
indolent pose,1
which rostov,9
rostov had,37
him rubbing,1
hands well,2
well there,2
there certainly,1
certainly are,1
are disgusting,1
disgusting people,1
people thought,3
thought rostov,32
rostov as,14
entered have,1
horse asked,1
asked telyanin,1
telyanin getting,1
getting up,13
looking carelessly,1
carelessly about,1
have let,3
go ourselves,1
ourselves i,2
came round,3
ask denisov,2
denisov about,1
about yesterday,3
yesterday s,10
order have,2
got it,5
it denisov,3
yet but,2
you off,12
to teach,5
teach this,1
man how,1
to shoe,1
shoe a,1
said telyanin,4
telyanin they,1
porch and,12
and into,8
the stable,1
stable the,1
lieutenant explained,1
to rivet,1
rivet the,1
hoof and,1
own quarters,1
quarters when,1
rostov went,10
back there,3
vodka and,6
a sausage,1
sausage on,1
table denisov,2
sitting there,6
there scratching,1
scratching with,1
pen on,1
looked gloomily,2
gloomily in,1
in rostov,8
am witing,1
witing to,1
he leaned,9
pen in,1
evidently glad,3
glad of,13
a chance,11
chance to,11
say quicker,1
quicker in,1
in words,15
words what,6
write told,1
told rostov,3
the contents,3
contents of,3
letter you,2
my fwiend,2
fwiend he,1
said we,3
we sleep,1
sleep when,2
when we,21
love we,1
are childwen,1
childwen of,1
the dust,9
dust but,1
one falls,1
falls in,1
a god,4
god one,2
is pua,1
pua as,1
as on,5
first day,8
of cweation,1
cweation who,1
that now,21
now send,2
send him,5
devil i,2
m busy,1
busy he,1
to lavrushka,6
lavrushka who,3
who went,7
least abashed,3
abashed who,1
who should,5
should it,5
be you,2
you yourself,7
yourself told,1
come it,3
quartermaster for,1
money denisov,1
denisov frowned,1
shout some,1
some reply,3
but stopped,2
stopped wetched,1
wetched business,1
muttered to,3
himself how,4
much is,1
the puhse,1
puhse he,1
asked turning,6
rostov seven,1
seven new,1
three old,1
old imperials,1
imperials oh,1
oh it,10
s wetched,1
wetched well,1
you sca,1
sca cwow,1
cwow call,1
the quahtehmasteh,1
quahtehmasteh he,1
lavrushka please,1
please denisov,1
denisov let,2
me lend,1
lend you,1
you some,5
some i,1
some you,2
rostov blushing,1
blushing don,1
like bowwowing,1
bowwowing from,1
own fellows,2
fellows i,1
t growled,1
growled denisov,1
denisov but,5
t accept,1
accept money,1
a comrade,7
comrade you,2
will offend,1
offend me,1
me really,1
some rostov,1
rostov repeated,2
repeated no,1
and denisov,24
denisov went,2
bed to,2
get the,17
purse from,2
pillow where,1
where have,4
you put,5
wostov under,1
lower pillow,1
pillow it,1
there denisov,2
denisov threw,1
threw both,1
both pillows,1
pillows on,1
floor the,4
purse was,3
there that,8
a miwacle,1
miwacle wait,1
wait haven,1
you dropped,1
rostov picking,2
pillows one,1
shaking them,1
he pulled,3
quilt and,4
there dear,1
dear me,12
me can,2
have forgotten,8
forgotten no,1
remember thinking,1
thinking that,9
you kept,3
kept it,2
it under,9
under your,3
treasure said,2
i put,3
it just,9
here where,3
be where,1
it isn,4
re always,3
always like,1
you thwow,1
thwow a,1
thing down,1
down anywhere,2
anywhere and,2
and forget,4
forget it,4
it feel,1
feel in,5
your pockets,1
pockets no,1
i hadn,2
t thought,1
it being,1
rostov but,6
remember putting,1
putting it,2
there lavrushka,1
lavrushka turned,1
the bedding,1
bedding over,1
over looked,1
looked under,1
and under,14
table searched,1
searched everywhere,1
everywhere and,4
room denisov,1
denisov silently,1
silently watched,1
watched lavrushka,1
s movements,5
latter threw,1
threw up,2
surprise saying,1
was nowhere,2
be found,18
found denisov,2
denisov glanced,1
rostov wostov,1
wostov you,1
ve not,4
playing schoolboy,1
schoolboy twicks,1
twicks rostov,1
rostov felt,16
felt denisov,1
s gaze,1
him raised,2
instantly dropped,2
dropped them,1
blood which,2
seemed congested,1
congested somewhere,1
somewhere below,1
below his,1
his throat,14
throat rushed,1
rushed to,16
not draw,2
draw breath,1
there hasn,1
been anyone,1
lieutenant and,1
and yourselves,1
yourselves it,1
here somewhere,1
somewhere said,1
lavrushka now,1
devil s,1
s puppet,1
puppet look,1
look alive,1
alive and,14
and hunt,1
hunt for,1
it shouted,5
shouted denisov,12
denisov suddenly,3
turning purple,2
purple and,1
and rushing,4
rushing at,3
threatening gesture,3
gesture if,1
purse isn,1
t found,1
found i,2
ll flog,2
flog you,2
all rostov,6
rostov his,2
eyes avoiding,1
avoiding denisov,1
denisov began,3
began buttoning,2
buttoning his,3
coat buckled,1
buckled on,3
cap i,2
have that,4
that purse,1
purse i,1
you shouted,6
denisov shaking,1
orderly by,2
and knocking,2
knocking him,1
him against,4
wall denisov,1
has taken,9
taken it,6
going toward,3
door without,1
without raising,8
eyes denisov,1
denisov paused,1
paused thought,1
thought a,2
evidently understanding,2
understanding what,10
what rostov,2
rostov hinted,1
hinted at,4
at seized,1
arm nonsense,1
nonsense he,5
he cried,29
cried and,7
the veins,2
veins on,1
neck stood,3
stood out,7
out like,4
like cords,2
cords you,1
are mad,2
mad i,1
t allow,3
allow it,3
purse is,1
is here,16
ll flay,2
flay this,1
this scoundwel,1
scoundwel alive,1
it repeated,1
repeated rostov,3
an unsteady,2
unsteady voice,3
you dahe,1
dahe to,1
denisov rushing,1
cadet to,2
restrain him,1
but rostov,13
rostov pulled,1
pulled away,1
much anger,1
anger as,1
though denisov,1
denisov were,3
were his,5
his worst,2
worst enemy,1
enemy firmly,1
eyes directly,1
directly on,2
face do,1
re saying,1
saying he,11
a trembling,12
trembling voice,8
voice there,6
one else,13
except myself,1
myself so,4
so then,2
finish and,2
ah may,1
may the,7
and evewybody,1
evewybody were,1
words rostov,1
rostov heard,5
heard rostov,2
telyanin s,8
s quarters,11
quarters the,4
master is,1
s gone,3
gone to,36
to headquarters,3
headquarters said,1
orderly has,1
has something,1
something happened,4
happened he,7
added surprised,1
cadet s,4
s troubled,1
troubled face,1
face no,4
no nothing,2
nothing you,3
ve only,1
just missed,2
missed him,2
the orderly,12
orderly the,2
headquarters were,3
were situated,3
situated two,1
miles away,7
from salzeneck,1
salzeneck and,1
rostov without,7
without returning,1
returning home,5
home took,1
rode there,1
there there,10
an inn,5
inn in,2
village which,1
officers frequented,1
frequented rostov,1
saw telyanin,1
s horse,18
horse at,2
porch in,3
second room,1
the inn,8
inn the,3
lieutenant was,2
sitting over,2
over a,23
dish of,2
of sausages,1
sausages and,1
wine ah,1
here too,5
said smiling,5
his eyebrows,12
eyebrows yes,1
cost him,8
deal to,1
utter the,6
the nearest,13
nearest table,1
table both,1
silent there,1
were two,10
two germans,1
russian officer,4
room no,2
one spoke,5
sounds heard,1
heard were,1
the munching,2
munching of,2
lieutenant when,1
when telyanin,1
finished his,11
his lunch,1
lunch he,1
his pocket,13
pocket a,3
a double,6
double purse,1
drawing its,1
its rings,1
rings aside,1
white turned,1
up fingers,1
fingers drew,1
gold imperial,1
imperial and,1
lifting his,16
eyebrows gave,1
the waiter,2
waiter please,1
quick he,2
the coin,1
coin was,1
new one,5
one rostov,3
rostov rose,1
telyanin allow,1
your purse,1
purse he,1
low almost,1
almost inaudible,1
inaudible voice,1
voice with,7
with shifting,1
shifting eyes,1
eyes but,16
but eyebrows,1
eyebrows still,1
still raised,1
raised telyanin,1
telyanin handed,1
handed him,18
purse yes,2
nice purse,1
growing suddenly,1
suddenly pale,1
added look,1
it young,2
man rostov,1
purse in,2
hand examined,1
money in,4
at telyanin,1
telyanin the,1
usual way,3
suddenly seemed,6
grow very,1
very merry,1
merry if,1
vienna i,1
there but,13
these wretched,1
wretched little,1
little towns,1
towns there,1
s nowhere,1
spend it,1
he well,5
man i,11
m going,5
going rostov,1
rostov did,13
speak and,8
have lunch,1
lunch too,1
they feed,1
feed you,2
you quite,2
quite decently,1
decently here,1
here continued,1
continued telyanin,1
telyanin now,1
he stretched,2
stretched out,5
take hold,1
purse rostov,1
rostov let,3
it telyanin,1
telyanin took,1
began carelessly,1
carelessly slipping,1
slipping it,1
the pocket,1
pocket of,1
his riding,4
riding breeches,5
breeches with,1
eyebrows lifted,1
lifted and,2
mouth slightly,1
slightly open,1
open as,1
say yes,7
am putting,1
putting my,2
my purse,1
my pocket,2
pocket and,7
quite simple,2
else s,4
business well,3
sigh and,3
his lifted,3
lifted brows,1
brows he,1
into rostov,4
eyes some,1
some flash,1
flash as,2
as of,16
an electric,3
electric spark,1
spark shot,1
shot from,1
from telyanin,1
and back,13
back again,20
an instant,25
instant come,1
rostov catching,1
catching hold,1
of telyanin,2
almost dragging,1
dragging him,1
window that,2
that money,3
money is,2
is denisov,3
s you,6
you took,2
he whispered,10
whispered just,1
just above,4
above telyanin,1
s ear,3
ear what,1
what what,12
what how,1
how dare,5
dare you,5
what said,4
telyanin but,1
but these,9
words came,1
came like,1
a piteous,3
piteous despairing,1
despairing cry,1
entreaty for,2
for pardon,3
pardon as,1
as rostov,6
heard them,6
them an,5
enormous load,1
load of,2
of doubt,4
doubt fell,1
fell from,4
glad and,5
same instant,10
instant began,1
to pity,5
the miserable,2
miserable man,1
the task,4
task he,3
had begun,39
begun had,2
be completed,2
completed heaven,1
people here,1
here may,2
may imagine,4
imagine muttered,1
muttered telyanin,1
telyanin taking,1
taking up,10
toward a,4
small empty,1
empty room,1
room we,3
an explanation,18
explanation i,1
shall prove,1
i every,1
pale terrified,1
terrified face,1
to quiver,3
quiver his,1
eyes still,3
still shifted,1
shifted from,1
side but,2
a downward,2
downward look,1
look not,3
not rising,1
rising to,4
his sobs,3
sobs were,1
audible count,1
count don,1
t ruin,2
ruin a,1
young fellow,8
fellow here,1
wretched money,1
money take,1
table i,1
mother rostov,1
money avoiding,1
avoiding telyanin,1
room without,6
door he,7
then retraced,1
retraced his,1
his steps,3
steps o,1
tears in,14
eyes how,4
how could,26
could you,4
telyanin drawing,1
touch me,2
rostov drawing,2
drawing back,2
back if,1
purse to,1
inn chapter,1
v that,1
same evening,8
an animated,1
animated discussion,1
discussion among,1
squadron s,1
s officers,1
officers in,7
in denisov,4
you rostov,2
rostov that,8
must apologize,2
apologize to,2
colonel said,4
tall grizzly,1
grizzly haired,1
haired staff,1
